smiles,MinAbsEStateIndex,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi4n,HallKierAlpha,PEOE_VSA1,PEOE_VSA2,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA3,SlogP_VSA5,EState_VSA1,EState_VSA9,VSA_EState1,FractionCSP3,HeavyAtomCount,NumAromaticCarbocycles,NumRotatableBonds,NumSaturatedRings,MolLogP,fr_Al_OH,fr_Al_OH_noTert,fr_C_S,fr_bicyclic,fr_oxazole,value
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.3600074553339344,0.8125,2.0625,1.933629767577347,1.4867376184370635,-0.8999999999999997,0.0,0.0,0.0,39.39042040427013,6.923737199690624,0.0,5.380062770465915,6.923737199690624,4.877147193701299,0.0,0.0,0.8573703393968544,0.0769230769230769,16,0,3,0,4.429000000000001,0,0,0,0,0,2.0787
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,0.1935649722852103,1.3076923076923077,2.6923076923076925,2.3233777830440703,1.035500080691875,-0.51,0.0,0.0,0.0,40.258928094432406,6.923737199690624,0.0,0.0,6.923737199690624,9.7542943874026,0.0,12.217873443046695,0.6963686276979927,0.1,13,0,3,0,3.750700000000001,0,0,1,0,0,3.2587
*Cc1ccc(-c2ccc(O*)s2)s1,0.0315279352481732,1.25,2.75,2.2919551642465743,0.962911374538012,-0.8,0.0,0.0,0.0,22.673571755869474,6.923737199690624,0.0,5.106527394840706,6.923737199690624,4.877147193701299,0.0,5.106527394840706,0.5383645124716552,0.1111111111111111,12,0,3,0,3.3690000000000007,0,0,0,0,0,1.7705
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.3481976346298135,0.8235294117647058,2.0,1.8980389987950737,1.7282043713951123,-1.3799999999999997,0.0,0.0,0.0,28.05363452633539,6.923737199690624,0.0,5.380062770465915,6.923737199690624,4.877147193701299,0.0,0.0,0.8356660069394556,0.0666666666666666,17,1,3,0,4.367500000000002,0,0,0,0,0,1.9244
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,0.1716170372469975,1.2857142857142858,2.642857142857143,2.303615435117306,1.2355958129903084,-0.99,0.0,0.0,0.0,28.922142216497672,6.923737199690624,0.0,0.0,6.923737199690624,10.440598685398296,0.0,12.217873443046695,0.6637724312891159,0.0833333333333333,14,1,3,0,3.689200000000002,0,0,1,0,0,2.9754
*Cc1ccc(-c2ccc(O*)cc2)s1,0.0095800002099604,1.2307692307692308,2.6923076923076925,2.2828348805536858,1.152262479656975,-1.28,0.0,0.0,0.0,11.336785877934735,6.923737199690624,0.0,5.106527394840706,6.923737199690624,4.877147193701299,0.0,5.106527394840706,0.5054406284118583,0.0909090909090909,13,1,3,0,3.307500000000001,0,0,0,0,0,1.4385
*Cc1ccc(Cc2ccc(*)s2)s1,0.4173149722852103,1.0833333333333333,2.5,2.102852645102257,1.0547562351526183,-0.6000000000000001,0.0,0.0,0.0,28.05363452633539,13.344558822616634,0.0,5.380062770465915,13.344558822616634,14.631441581103898,0.0,0.0,0.9602746021248004,0.2,12,0,3,0,2.6243000000000007,0,0,0,0,0,1.174
*Cc1ccc(CC(*)=S)s1,0.3099811035525321,1.7777777777777777,3.111111111111111,2.6495075543905027,0.5884583603383539,-0.21,0.0,0.0,0.0,28.922142216497672,13.344558822616634,0.0,0.0,13.344558822616634,9.7542943874026,0.0,12.217873443046695,0.8604960317460317,0.2857142857142857,9,0,3,0,2.216600000000001,0,0,1,0,0,2.588
*Cc1ccc(C(=O)c2ccc(*)s2)s1,0.2324074074074074,1.3076923076923077,2.6923076923076925,2.276791863299917,0.9846404138928344,-0.9300000000000002,0.0,0.0,0.0,33.83687947270033,6.923737199690624,0.0,5.380062770465915,6.923737199690624,19.42597876517572,0.0,0.0,0.6598626595700009,0.1,13,0,3,0,2.2645,0,0,0,0,0,2.8498
*Cc1ccc(C(=O)C(*)=S)s1,0.0835374149659864,1.9,3.2,2.8897596494816566,0.5502418520746993,-0.5400000000000001,0.0,0.0,0.0,34.70538716286261,6.923737199690624,0.0,0.0,6.923737199690624,14.54883157147442,0.0,12.217873443046695,0.3398989040060468,0.1428571428571428,10,0,3,0,1.8568,0,0,1,0,0,3.3428
*Cc1ccc(C(=O)O*)s1,0.1021296296296294,2.0,3.4444444444444446,2.799121632357869,0.4876175755765903,-0.8300000000000001,0.0,0.0,0.0,17.306091165886585,6.923737199690624,0.0,0.0,12.03026459453133,14.54883157147442,0.0,5.106527394840706,0.1821135676492816,0.1666666666666666,9,0,2,0,1.4185,0,0,0,0,0,2.358
*Cc1ccc(C(=S)c2ccc(*)s2)s1,0.3365742315444696,1.3076923076923077,2.6923076923076925,2.276791863299917,0.9846404138928344,-0.5100000000000001,0.0,0.0,0.0,45.13607528813371,6.923737199690624,0.0,5.380062770465915,6.923737199690624,14.631441581103898,0.0,12.217873443046695,0.8204824630469472,0.1,13,0,3,0,2.799800000000001,0,0,1,0,0,3.3843
*Cc1ccc(C(=S)O*)s1,0.0372411186696901,2.0,3.4444444444444446,2.799121632357869,0.4876175755765903,-0.4100000000000001,0.0,0.0,0.0,28.605286981319967,6.923737199690624,0.0,0.0,12.03026459453133,9.7542943874026,0.0,17.324400837887403,0.4584741118669689,0.1666666666666666,9,0,2,0,1.9538,0,0,1,0,0,2.9654
*Cc1ccc(Nc2ccc(*)s2)s1,0.3773149722852104,1.25,2.75,2.102852645102257,0.8749323654821906,-0.7999999999999998,0.0,0.0,0.0,38.05579847971112,6.923737199690624,5.316788604006331,10.696851374472246,6.923737199690624,4.877147193701299,0.0,0.0,0.8924968243470227,0.1111111111111111,12,0,3,0,2.777100000000001,0,0,0,0,0,1.1194
*Cc1ccc(NC(*)=S)s1,0.1988699924414211,2.0,3.4444444444444446,2.6495075543905027,0.4953878278693774,-0.41,0.0,0.0,0.0,34.047158976172106,6.923737199690624,5.316788604006331,5.316788604006331,6.923737199690624,4.877147193701299,0.0,12.217873443046695,0.721607142857143,0.1666666666666666,9,0,2,0,2.0435,0,0,1,0,0,2.0497
*Cc1ccc(NO*)s1,0.036832955404384,2.0,3.625,2.5918163053361463,0.4327635513712684,-0.54,0.0,0.0,0.0,16.337867854622605,6.923737199690624,5.480096598121202,5.480096598121202,12.130990224467917,4.877147193701299,0.0,5.20725302477729,0.5638218065003779,0.2,8,0,3,0,1.6051999999999995,0,0,0,0,0,1.3873
*Cc1ccc(Oc2ccc(*)s2)s1,0.3373149722852103,1.25,2.75,2.102852645102257,0.7952674343624127,-0.7999999999999998,0.0,0.0,0.0,28.05363452633539,6.923737199690624,0.0,10.116925724265965,6.923737199690624,4.877147193701299,0.0,4.736862953800049,6.611200528050727,0.1111111111111111,12,0,3,0,2.825800000000001,0,0,0,0,0,1.2199
*Cc1ccc(OC(*)=S)s1,0.0877588813303099,2.0,3.4444444444444446,2.6495075543905027,0.4541560516207018,-0.41,0.0,0.0,0.0,29.10820255808458,6.923737199690624,0.0,4.736862953800049,6.923737199690624,4.877147193701299,0.0,16.954736396846744,5.96827380952381,0.1666666666666666,9,0,2,0,2.0104,0,0,1,0,0,2.3956
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,0.349766876141335,0.8235294117647058,2.235294117647059,1.914902758589856,1.6681321338414663,-1.3799999999999994,0.0,0.0,0.0,28.05363452633539,6.923737199690624,0.0,5.380062770465915,6.923737199690624,5.563451491696996,0.0,0.0,0.8309546204590397,0.0666666666666666,17,1,3,0,4.367500000000002,0,0,0,0,0,1.9547
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.3251217054668464,0.7777777777777778,1.8888888888888888,1.9054977594361533,1.8683521426380076,-1.8599999999999997,0.0,0.0,0.0,17.403152946396347,6.923737199690624,0.0,6.06636706846161,6.923737199690624,5.563451491696996,0.0,0.0,0.7986724513258743,0.0588235294117647,18,2,3,0,4.306000000000003,0,0,0,0,0,1.8331
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,0.177897665238935,1.2857142857142858,2.642857142857143,2.3115864006790567,1.2168945960962785,-0.99,0.0,0.0,0.0,28.922142216497672,6.923737199690624,0.0,0.0,6.923737199690624,10.440598685398296,0.0,12.217873443046695,0.663772431289116,0.0833333333333333,14,1,3,0,3.689200000000002,0,0,1,0,0,3.0651
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,0.3396601597374435,0.7777777777777778,1.9444444444444444,1.8816231251221465,1.9205236514882629,-1.8599999999999997,0.0,0.0,0.0,16.716848648400653,6.923737199690624,0.0,5.380062770465915,6.923737199690624,5.563451491696996,0.0,0.0,0.8127510439830066,0.0588235294117647,18,2,3,0,4.306000000000003,0,0,0,0,0,1.812
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.3170488719613207,0.5789473684210527,1.368421052631579,1.8726978379111328,2.131668424973552,-2.339999999999999,0.0,0.0,0.0,6.06636706846161,6.923737199690624,0.0,6.06636706846161,6.923737199690624,5.563451491696996,0.0,0.0,0.7836086016674875,0.0526315789473684,19,3,3,0,4.244500000000003,0,0,0,0,0,1.7487
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,0.1590987461712569,1.0,2.0,2.2938665692343942,1.4279150930834588,-1.4699999999999998,0.0,0.0,0.0,17.585356338562935,6.923737199690624,0.0,0.0,6.923737199690624,11.126902983393991,0.0,12.217873443046695,0.6362645263186388,0.0714285714285714,15,2,3,0,3.6277000000000017,0,0,1,0,0,2.7075
*Cc1ccc(Cc2ccc(*)s2)cc1,0.401647665238935,1.0769230769230769,2.4615384615384617,2.105655381485372,1.2240046980140709,-1.08,0.0,0.0,0.0,16.716848648400653,13.344558822616634,0.0,5.380062770465915,13.344558822616634,16.00405017709529,0.0,0.0,0.9191339128243888,0.1666666666666666,13,1,3,0,2.5628,0,0,0,0,0,0.9966
*Cc1ccc(Cc2ccc(*)cc2)cc1,0.3652098572823681,0.7857142857142857,1.8571428571428568,2.1088517120273824,1.432080313066278,-1.5599999999999996,0.0,0.0,0.0,6.06636706846161,13.344558822616634,0.0,6.06636706846161,13.344558822616634,16.690354475090988,0.0,0.0,0.8717955164924862,0.1428571428571428,14,2,3,0,2.5013000000000005,0,0,0,0,0,1.0649
*Cc1ccc(CC(*)=S)cc1,0.2828413170823884,1.4,2.5,2.709147824373649,0.7404479247675936,-0.6900000000000001,0.0,0.0,0.0,17.585356338562935,13.344558822616634,0.0,0.0,13.344558822616634,11.126902983393991,0.0,12.217873443046695,0.8067061654908876,0.2222222222222222,10,1,3,0,2.1551,0,0,1,0,0,2.6743
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,0.186105442176871,1.2857142857142858,2.642857142857143,2.268259429656968,1.16164839048363,-1.41,0.0,0.0,0.0,22.50009359476559,6.923737199690624,0.0,5.380062770465915,6.923737199690624,20.798587361167115,0.0,0.0,0.648649218946838,0.0833333333333333,14,1,3,0,2.2030000000000003,0,0,0,0,0,2.5375
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,0.1386054421768714,1.0,2.066666666666667,2.268204423334219,1.361056295367685,-1.89,0.0,0.0,0.0,11.84961201482655,6.923737199690624,0.0,6.06636706846161,6.923737199690624,21.48489165916281,0.0,0.0,0.647565546726802,0.0714285714285714,15,2,3,0,2.1415,0,0,0,0,0,2.314
*Cc1ccc(C(=O)C(*)=S)cc1,0.0876795162509453,1.5454545454545454,2.636363636363636,2.921307190634043,0.7150459445482673,-1.02,0.0,0.0,0.0,23.368601284927877,6.923737199690624,0.0,0.0,6.923737199690624,15.921440167465814,0.0,12.217873443046695,0.3160362864281515,0.1111111111111111,11,1,3,0,1.7953,0,0,1,0,0,3.3639
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,0.3209069244981943,1.2857142857142858,2.642857142857143,2.268259429656968,1.16164839048363,-0.99,0.0,0.0,0.0,33.79928941019897,6.923737199690624,0.0,5.380062770465915,6.923737199690624,16.00405017709529,0.0,12.217873443046695,0.7933251448727638,0.0833333333333333,14,1,3,0,2.7383000000000006,0,0,1,0,0,3.0211
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,0.3061584589452555,1.0,2.066666666666667,2.268204423334219,1.361056295367685,-1.4699999999999998,0.0,0.0,0.0,23.14880783025993,6.923737199690624,0.0,6.06636706846161,6.923737199690624,16.690354475090988,0.0,12.217873443046695,0.7676760909444892,0.0714285714285714,15,2,3,0,2.676800000000001,0,0,1,0,0,2.874
*Cc1ccc(C(=S)O*)cc1,0.0643809051398336,1.6,2.8,2.843524062030637,0.6408284278600322,-0.8900000000000001,0.0,0.0,0.0,17.26850110338523,6.923737199690624,0.0,0.0,12.03026459453133,11.126902983393991,0.0,17.324400837887403,0.4186918934240363,0.125,10,1,2,0,1.8923,0,0,1,0,0,2.8319
*Cc1ccc(Nc2ccc(*)s2)cc1,0.3616476652389351,1.2307692307692308,2.6923076923076925,2.105655381485372,1.0387529845343304,-1.2799999999999998,0.0,0.0,0.0,27.40531689977208,6.923737199690624,5.316788604006331,10.696851374472246,6.923737199690624,5.563451491696996,0.0,0.0,0.858725749559083,0.0909090909090909,13,1,3,0,2.7156,0,0,0,0,0,0.9705
*Cc1ccc(Nc2ccc(*)cc2)cc1,0.3374320795045902,0.9285714285714286,2.071428571428572,2.1088517120273824,1.2249735318797308,-1.7599999999999991,0.0,0.0,0.0,17.441139617828735,6.923737199690624,5.316788604006331,11.38315567246794,6.923737199690624,5.563451491696996,0.0,0.0,0.8236095754494022,0.0769230769230769,14,2,3,0,2.654100000000001,0,0,0,0,0,0.9546
*Cc1ccc(NC(*)=S)cc1,0.1717302059712774,1.6,2.8,2.709147824373649,0.6470045628042901,-0.89,0.0,0.0,0.0,23.396677396233063,6.923737199690624,5.316788604006331,5.316788604006331,6.923737199690624,5.563451491696996,0.0,12.217873443046695,0.6751868911144705,0.125,10,1,2,0,1.982,0,0,1,0,0,2.0656
*Cc1ccc(NO*)cc1,0.0096931689342403,1.5555555555555556,2.888888888888889,2.664537066654608,0.572787046116055,-1.02,0.0,0.0,0.0,5.687386274683562,6.923737199690624,5.480096598121202,5.480096598121202,12.130990224467917,5.563451491696996,0.0,5.20725302477729,0.5174258314436886,0.1428571428571428,9,1,3,0,1.5437,0,0,0,0,0,0.7333
*Cc1ccc(Oc2ccc(*)s2)cc1,0.321647665238935,1.2307692307692308,2.6923076923076925,2.105655381485372,0.9566834293566324,-1.2799999999999998,0.0,0.0,0.0,16.716848648400653,6.923737199690624,0.0,10.116925724265965,6.923737199690624,5.563451491696996,0.0,4.736862953800049,6.575912068531116,0.0909090909090909,13,1,3,0,2.7643000000000004,0,0,0,0,0,1.0627
*Cc1ccc(OC(*)=S)cc1,0.0606190948601662,1.6,2.8,2.709147824373649,0.6056076169591676,-0.89,0.0,0.0,0.0,17.771416680149844,6.923737199690624,0.0,4.736862953800049,6.923737199690624,5.563451491696996,0.0,16.954736396846744,5.920336173049466,0.125,10,1,2,0,1.9489,0,0,1,0,0,2.2773
*CCc1ccc(-c2ccc(*)s2)s1,0.3998714254220207,1.1666666666666667,2.75,2.241849543084424,1.018365458757772,-0.6000000000000001,0.0,0.0,0.0,28.05363452633539,13.344558822616634,0.0,5.380062770465915,6.4208216229260096,4.877147193701299,0.0,0.0,0.995192166372722,0.2,12,0,3,0,3.1613000000000016,0,0,0,0,0,1.9411
*CCc1ccc(C(*)=S)s1,0.257619992441421,1.8888888888888888,3.333333333333333,2.732617316782816,0.5671279210125846,-0.21,0.0,0.0,0.0,28.922142216497672,13.344558822616634,0.0,0.0,6.4208216229260096,9.7542943874026,0.0,12.217873443046695,0.8604960317460316,0.2857142857142857,9,0,3,0,2.4830000000000005,0,0,1,0,0,3.3272
*CCc1ccc(O*)s1,0.095582955404384,1.875,3.5,2.591816305336146,0.4925997904044674,-0.5,0.0,0.0,0.0,11.336785877934735,13.344558822616634,0.0,5.106527394840706,6.4208216229260096,4.877147193701299,0.0,5.106527394840706,0.7027106953892669,0.3333333333333333,8,0,3,0,2.1013,0,0,0,0,0,0.6627
*CCc1ccc(-c2ccc(*)s2)cc1,0.3808349080372889,1.1538461538461535,2.6153846153846154,2.231956505158513,1.232062271187525,-1.08,0.0,0.0,0.0,16.716848648400653,13.344558822616634,0.0,5.380062770465915,6.4208216229260096,5.563451491696996,0.0,0.0,0.95973460989334,0.1666666666666666,13,1,3,0,3.099800000000001,0,0,0,0,0,1.6982
*CCc1ccc(C(*)=S)cc1,0.2214278628117914,1.5,2.7,2.780862288870475,0.7394537127827217,-0.6900000000000001,0.0,0.0,0.0,17.585356338562935,13.344558822616634,0.0,0.0,6.4208216229260096,11.126902983393991,0.0,12.217873443046695,0.8067061654908877,0.2222222222222222,10,1,3,0,2.421500000000001,0,0,1,0,0,3.1161
*CCc1ccc(O*)cc1,0.0593908257747543,1.4444444444444444,2.7777777777777777,2.664537066654608,0.6561203794493884,-0.98,0.0,0.0,0.0,0.0,13.344558822616634,0.0,5.106527394840706,6.4208216229260096,5.563451491696996,0.0,5.106527394840706,0.6489451058201058,0.25,9,1,3,0,2.0398,0,0,0,0,0,0.7536
*CCCc1ccc(*)s1,0.481369992441421,1.75,3.375,2.422977777805392,0.5792909120314738,-0.3,0.0,0.0,0.0,16.716848648400653,19.765380445542643,0.0,5.380062770465915,6.4208216229260096,11.297968816627307,0.0,0.0,1.157958238851096,0.4285714285714285,8,0,3,0,1.8229,0,0,0,0,0,0.9489
*CCCc1ccc(*)cc1,0.4275389739229025,1.3333333333333333,2.7777777777777777,2.51863794324683,0.7922031429373428,-0.78,0.0,0.0,0.0,6.06636706846161,19.765380445542643,0.0,6.06636706846161,6.4208216229260096,11.984273114623004,0.0,0.0,1.0822782029478455,0.3333333333333333,9,1,3,0,1.7614,0,0,0,0,0,0.9937
*CCCC(*)=O,0.0598611111111111,2.2,3.2,2.8219389370591843,0.0721687836487032,-0.33,0.0,0.0,0.0,6.286160523129555,19.765380445542643,0.0,0.0,4.794537184071822,12.84164324585202,0.0,0.0,0.6547222222222222,0.75,5,0,3,0,0.8101,0,0,0,0,0,1.2346
*CCCC(*)=S,0.4302314814814815,2.2,3.2,2.8219389370591843,0.0721687836487032,0.09,0.0,0.0,0.0,17.585356338562935,19.765380445542643,0.0,0.0,0.0,12.84164324585202,0.0,12.217873443046695,1.1176851851851852,0.75,5,0,3,0,1.6109,0,0,1,0,0,2.3997
*CCC(=O)c1ccc(*)s1,0.3080366591080876,1.8888888888888888,3.333333333333333,2.685447835960937,0.5142967046612877,-0.6300000000000001,0.0,0.0,0.0,22.50009359476559,13.344558822616634,0.0,5.380062770465915,0.0,16.09250600069913,0.0,0.0,0.734208238851096,0.2857142857142857,9,0,3,0,1.4631,0,0,0,0,0,2.6933
*CCC(=O)c1ccc(*)cc1,0.3004603647014361,1.5,2.8,2.753742758109602,0.7171246134134616,-1.11,0.0,0.0,0.0,11.84961201482655,13.344558822616634,0.0,6.06636706846161,0.0,16.778810298694825,0.0,0.0,0.7047829270597128,0.2222222222222222,10,1,3,0,1.4016,0,0,0,0,0,2.3583
*CCC(=O)C(*)=S,0.036712962962963,2.1666666666666665,3.0,3.4904530666021536,0.0510310363079828,-0.24,0.0,0.0,0.0,23.368601284927877,13.344558822616634,0.0,0.0,4.794537184071822,6.4208216229260096,0.0,12.217873443046695,0.4737500000000001,0.5,6,0,3,0,0.7899,0,0,1,0,0,3.1911
*CCC(=S)O*,0.0830092592592592,2.4,3.4,3.002590528674132,0.0,-0.11,0.0,0.0,0.0,17.26850110338523,13.344558822616634,0.0,0.0,5.106527394840706,6.4208216229260096,0.0,17.324400837887403,0.6541203703703704,0.6666666666666666,5,0,2,0,1.1524,0,0,1,0,0,2.069
*CCNc1ccc(*)s1,0.441369992441421,1.875,3.5,2.422977777805392,0.4594426804559658,-0.5000000000000001,0.0,0.0,0.0,21.71793062508852,6.923737199690624,11.861545009918906,10.696851374472246,0.0,0.0,0.0,0.0,1.055458238851096,0.3333333333333333,8,0,3,0,1.3021999999999998,0,0,0,0,0,0.6915
*CCNc1ccc(*)cc1,0.3997611961451247,1.4444444444444444,2.888888888888889,2.51863794324683,0.6490832316694843,-0.98,0.0,0.0,0.0,11.753753343145172,6.923737199690624,11.861545009918906,11.38315567246794,0.0,0.0,0.0,0.0,0.992000425170068,0.25,9,1,3,0,1.2407,0,0,0,0,0,0.6326
*CCNC(*)=S,0.3191203703703704,2.4,3.4,2.8219389370591843,0.0510310363079828,-0.11,0.0,0.0,0.0,17.7092911215495,6.923737199690624,6.544756405912575,5.316788604006331,0.0,0.0,0.0,12.217873443046695,0.944074074074074,0.6666666666666666,5,0,2,0,0.3777999999999999,0,0,1,0,0,1.6837
*CCON*,0.2959722222222222,2.5,3.75,2.3390923149762908,0.0,-0.08,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,5.896975471277056,4.8375885837366335,0.0,0.0,4.8375885837366335,0.8991666666666666,1.0,4,0,3,0,-0.0605,0,0,0,0,0,0.6058
*CC(=O)c1ccc(-c2ccc(*)s2)s1,0.2018022224321827,1.3076923076923077,2.769230769230769,2.3118804253974456,0.9938334140252086,-0.9300000000000002,0.0,0.0,0.0,33.83687947270033,6.923737199690624,0.0,5.380062770465915,0.0,9.671684377773122,0.0,0.0,0.5249954071134626,0.1,13,0,3,0,2.8015000000000008,0,0,0,0,0,2.8128
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,0.1884161627614008,1.2857142857142858,2.7857142857142856,2.3116410931172133,1.194053422821751,-1.41,0.0,0.0,0.0,23.186397892761285,6.923737199690624,0.0,6.06636706846161,0.0,9.671684377773122,0.0,0.0,0.4926550033593684,0.0833333333333333,14,1,3,0,2.740000000000001,0,0,0,0,0,2.6784
*CC(=O)c1ccc(C(*)=O)s1,0.1572741874527589,1.6,2.8,2.9120812188252145,0.5425958762800213,-0.9600000000000002,0.0,0.0,0.0,23.406191347429232,6.923737199690624,0.0,0.0,0.0,19.343368755546244,0.0,0.0,-0.0825547996976566,0.1428571428571428,10,0,3,0,1.5879,0,0,0,0,0,3.1941
*CC(=O)c1ccc(C(*)=S)s1,0.1305413832199545,1.8,3.0,2.9120812188252145,0.5425958762800213,-0.5400000000000001,0.0,0.0,0.0,34.70538716286261,6.923737199690624,0.0,0.0,0.0,14.54883157147442,0.0,12.217873443046695,0.3398989040060468,0.1428571428571428,10,0,3,0,2.1232000000000006,0,0,1,0,0,3.6254
*CC(=O)c1ccc(O*)s1,0.0314956538170823,2.0,3.4444444444444446,2.7991216323578683,0.4700071701261581,-0.8300000000000001,0.0,0.0,0.0,17.120030824299675,6.923737199690624,0.0,5.106527394840706,0.0,9.671684377773122,0.0,5.106527394840706,0.1821135676492821,0.1666666666666666,9,0,3,0,1.7415000000000005,0,0,0,0,0,2.4711
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,0.1853811833375324,1.2857142857142858,2.642857142857143,2.2889549831233023,1.2167703195981692,-1.41,0.0,0.0,0.0,22.50009359476559,6.923737199690624,0.0,5.380062770465915,0.0,10.357988675768818,0.0,0.0,0.504158478206097,0.0833333333333333,14,1,3,0,2.740000000000001,0,0,0,0,0,2.4129
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,0.1744805949621964,1.0,2.066666666666667,2.28940133813224,1.4279150930834588,-1.89,0.0,0.0,0.0,11.84961201482655,6.923737199690624,0.0,6.06636706846161,0.0,10.357988675768818,0.0,0.0,0.4747240667514835,0.0714285714285714,15,2,3,0,2.6785000000000005,0,0,0,0,0,2.336
*CC(=O)c1ccc(C(*)=O)cc1,0.1506075207860921,1.2727272727272727,2.272727272727273,2.9340419411151166,0.7241617611933655,-1.44,0.0,0.0,0.0,12.069405469494496,6.923737199690624,0.0,0.0,0.0,20.715977351537635,0.0,0.0,-0.0954863473167044,0.1111111111111111,11,1,3,0,1.5264000000000002,0,0,0,0,0,2.7979
*CC(=O)c1ccc(C(*)=S)cc1,0.1242765022675735,1.4545454545454546,2.4545454545454546,2.9340419411151166,0.7241617611933655,-1.02,0.0,0.0,0.0,23.368601284927877,6.923737199690624,0.0,0.0,0.0,15.921440167465814,0.0,12.217873443046695,0.3160362864281514,0.1111111111111111,11,1,3,0,2.0617,0,0,1,0,0,3.7473
*CC(=O)c1ccc(O*)cc1,0.0377605347694633,1.6,2.8,2.843524062030637,0.6408284278600322,-1.31,0.0,0.0,0.0,5.783244946364939,6.923737199690624,0.0,5.106527394840706,0.0,10.357988675768818,0.0,5.106527394840706,0.1582752267573695,0.125,10,1,3,0,1.6800000000000002,0,0,0,0,0,2.3793
*CC(=O)Cc1ccc(*)s1,0.2830697278911565,1.8888888888888888,3.333333333333333,2.5725016835725403,0.5600349122215115,-0.6300000000000001,0.0,0.0,0.0,22.50009359476559,13.344558822616634,0.0,5.380062770465915,11.21535880699783,4.877147193701299,0.0,0.0,0.6373611111111112,0.2857142857142857,9,0,3,0,1.0019,0,0,0,0,0,1.6069
*CC(=O)Cc1ccc(*)cc1,0.2612207105064248,1.5,2.8,2.6449316670687724,0.7669343618672424,-1.11,0.0,0.0,0.0,11.84961201482655,13.344558822616634,0.0,6.06636706846161,11.21535880699783,5.563451491696996,0.0,0.0,0.5916083238851096,0.2222222222222222,10,1,3,0,0.9404,0,0,0,0,0,1.8209
*CC(=O)CC(*)=O,0.1905555555555556,1.8333333333333333,2.6666666666666665,3.3954996118673995,0.0804938188574223,-0.66,0.0,0.0,0.0,12.069405469494496,13.344558822616634,0.0,0.0,9.589074368143644,6.4208216229260096,0.0,0.0,0.010787037037037,0.5,6,0,3,0,-0.0109,0,0,0,0,0,1.5258
*CC(=O)CC(*)=S,0.1798148148148148,2.1666666666666665,3.0,3.3954996118673995,0.0804938188574223,-0.24,0.0,0.0,0.0,23.368601284927877,13.344558822616634,0.0,0.0,4.794537184071822,6.4208216229260096,0.0,12.217873443046695,0.4737500000000001,0.5,6,0,3,0,0.7899,0,0,1,0,0,3.0632
*CC(=O)CO*,0.0177777777777777,2.4,3.4,3.002590528674132,0.0,-0.37,0.0,0.0,0.0,5.783244946364939,6.923737199690624,6.606881964512918,0.0,9.901064578912528,0.0,0.0,5.106527394840706,0.3124537037037037,0.6666666666666666,5,0,3,0,0.004,0,0,0,0,0,1.6393
*CC(=O)C(=S)c1ccc(*)s1,0.1659863945578231,1.9,3.2,2.8510623327042497,0.5006806566171366,-0.54,0.0,0.0,0.0,39.58253435656391,6.923737199690624,0.0,5.380062770465915,4.794537184071822,4.877147193701299,0.0,12.217873443046695,0.439537037037037,0.1428571428571428,10,0,3,0,1.1774,0,0,1,0,0,3.7805
*CC(=O)C(=S)c1ccc(*)cc1,0.1441373771730915,1.5454545454545454,2.727272727272727,2.898667675015539,0.6992568869664753,-1.02,0.0,0.0,0.0,28.932052776624868,6.923737199690624,0.0,6.06636706846161,4.794537184071822,5.563451491696996,0.0,12.217873443046695,0.4154735922146636,0.1111111111111111,11,1,3,0,1.1159,0,0,1,0,0,3.6382
*CC(=O)C(=S)C(*)=O,0.018472222222222,1.8571428571428568,2.571428571428572,4.053443249785434,0.0569177251576849,-0.5700000000000001,0.0,0.0,0.0,29.15184623129281,6.923737199690624,0.0,0.0,9.589074368143644,0.0,0.0,0.0,-0.2914814814814813,0.25,7,0,3,0,-0.0311,0,0,1,0,0,4.8698
*CC(=O)C(=S)O*,0.0648148148148148,2.333333333333333,3.1666666666666665,3.643224945571916,0.0,-0.44,0.0,0.0,0.0,23.051746049750168,6.923737199690624,0.0,0.0,9.901064578912528,0.0,0.0,5.106527394840706,0.0101851851851854,0.3333333333333333,6,0,2,0,0.3314,0,0,1,0,0,2.8847
