smiles,BalabanJ,Chi1n,Chi1v,HallKierAlpha,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,VSA_EState2,VSA_EState6,FractionCSP3,NHOHCount,NOCount,NumAromaticCarbocycles,NumHAcceptors,NumRotatableBonds,MolLogP,fr_C_S,fr_diazo,fr_ester,fr_ketone,fr_nitro,fr_quatN,fr_unbrch_alkane,energy
*CCOC(=O)C1CCC(C(=O)O*)CC1,2.309215094320196,4.815515146567617,4.815515146567617,-1.06,19.432464716784395,11.9386105759037,0.0,32.60702369139466,0.0,0.0,18.545492540416618,19.432464716784395,11.835812092322788,6.923737199690624,22.9525593455166,0.0,0.8,0,4,0,4,4,1.3111,0,0,1,0,0,0,0,6.5843
*OC(=O)c1ccc(CCc2ccc(C(*)=O)cc2)cc1,1.9606581483714096,5.962213626974179,5.962213626974179,-2.4199999999999995,14.69560176298435,12.255465811081404,0.0,12.84164324585202,70.78474251448087,0.0,12.255465811081404,17.948170640692723,0.0,0.0,22.73437149792329,15.534045165459306,0.125,0,3,2,3,5,2.782400000000001,0,0,0,0,0,0,0,4.4852
*OC(C)COC(=O)CCCC(*)=O,3.413556372672353,3.82945517152616,3.82945517152616,-0.9000000000000001,19.4324647167844,12.255465811081404,0.0,32.29016845621695,0.0,0.0,24.966314163342627,19.4324647167844,0.0,0.0,21.78157817372689,0.0,0.75,0,4,0,4,7,0.6452,0,0,1,0,0,0,0,6.7519
*OC(C)COC(=O)c1cccc(C(*)=O)c1,2.687772038676613,4.443715595385531,4.443715595385531,-1.6800000000000002,19.4324647167844,12.255465811081404,0.0,13.027703587438928,35.392371257240434,0.0,24.966314163342627,9.843390348640757,0.0,0.0,22.971485581134303,6.716956175988914,0.2727272727272727,0,4,1,4,5,1.4023,0,0,1,0,0,0,0,5.0391
*CCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,2.002550981834372,6.455012906800924,6.455012906800924,-2.619999999999999,19.432464716784395,11.9386105759037,0.0,13.344558822616634,70.78474251448087,0.0,18.545492540416618,16.264211971566766,0.0,6.923737199690624,23.229616511646466,14.936995240389209,0.1764705882352941,0,4,2,4,6,3.0229000000000017,0,0,1,0,0,0,0,4.6415
*CCOC(=O)Cc1ccc(CC(=O)O*)cc1,2.4936491815707766,4.840752482941553,4.840752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,19.765380445542643,35.392371257240434,0.0,18.545492540416618,32.274107962636414,0.0,6.923737199690624,22.55429359852221,7.439680492567398,0.3333333333333333,0,4,1,4,6,1.2899,0,0,1,0,0,0,0,5.1252
*CCOC(=O)c1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,1.4068835104308546,13.363261197264787,13.363261197264787,-3.68,29.02153908492804,23.75297003460671,10.633577208012662,71.13195342895074,70.78474251448087,10.633577208012662,43.44936481094478,9.843390348640757,0.0,6.923737199690624,47.88239030568218,13.23646927370999,0.4666666666666667,2,8,2,6,19,5.492900000000006,0,0,1,0,0,0,11,4.4904
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)CCCCC(=O)O*,3.370229291574291,12.134740349546044,12.134740349546044,-2.12,29.021539084928044,23.75297003460671,10.633577208012662,109.65688316650682,0.0,10.633577208012662,43.44936481094478,29.021539084928044,0.0,6.923737199690624,46.208933056155736,0.0,0.8333333333333334,2,8,0,6,23,3.9787000000000026,0,0,1,0,0,0,11,5.9182
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,3.419093769278468,12.134740349546044,12.134740349546044,-2.12,29.02153908492804,23.75297003460671,10.633577208012662,109.65688316650682,0.0,10.633577208012662,43.44936481094477,29.02153908492804,0.0,6.923737199690624,46.40286485966351,0.0,0.8333333333333334,2,8,0,6,23,3.9787000000000026,0,0,1,0,0,0,11,5.8108
*CCCCCCOC(=O)CCCCCCCC(=O)O*,3.208370344669842,7.312278496709086,7.312278496709086,-1.06,19.432464716784395,11.9386105759037,0.0,77.55277505187675,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,22.43796399804795,0.0,0.8666666666666667,0,4,0,4,14,3.7958000000000025,0,0,1,0,0,0,8,6.8043
*CCCCCCOC(=O)CCCC(=O)O*,3.259053444956359,5.312278496709086,5.312278496709086,-1.06,19.432464716784395,11.9386105759037,0.0,51.8694885601727,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,22.100325864188044,0.0,0.8181818181818182,0,4,0,4,10,2.2354000000000003,0,0,1,0,0,0,4,6.6665
*CCCCCCOC(=O)CCCCCC(=O)O*,3.2337070063146984,6.312278496709086,6.312278496709086,-1.06,19.432464716784395,11.9386105759037,0.0,64.71113180602472,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,22.302046385729994,0.0,0.8461538461538461,0,4,0,4,12,3.015600000000002,0,0,1,0,0,0,6,6.502
*CCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,3.603978063266446,8.222962099232046,10.044329304277962,-1.11,27.85026170111333,21.7758637123212,0.0,71.13195342895074,0.0,0.0,38.46899673823913,29.269717853201897,0.0,6.923737199690624,22.560557901123538,0.0,0.875,0,6,0,6,16,2.820500000000001,0,0,1,0,0,0,6,6.5053
*OC(CC)(CC)C(*)=O,4.305619426082996,2.779568634023505,2.779568634023505,-0.37,9.901064578912528,6.286160523129555,0.0,32.29016845621695,0.0,0.0,11.887211334113244,9.901064578912528,0.0,0.0,11.18513888888889,0.0,0.8333333333333334,0,2,0,2,4,1.102,0,0,0,0,0,0,0,6.0873
*OC(C)(C)C(*)=O,3.9084966379068447,1.6582482904638631,1.6582482904638631,-0.37,9.901064578912528,6.286160523129555,0.0,19.44852521036493,0.0,0.0,11.887211334113244,9.901064578912528,0.0,0.0,10.722638888888888,0.0,0.75,0,2,0,2,2,0.3218,0,0,0,0,0,0,0,5.8214
*OC(C(*)=O)C(C)C,3.828053050373097,2.2165354119348453,2.2165354119348453,-0.37,9.901064578912528,6.286160523129555,0.0,19.95144078712955,0.0,0.0,12.390126910877855,9.901064578912528,5.917906046161393,0.0,10.842546296296296,0.0,0.8,0,2,0,2,3,0.5677999999999999,0,0,0,0,0,0,0,6.2703
*CCCC(C)CCC(=O)O*,3.2996953843307484,3.6556485311744886,3.6556485311744886,-0.53,9.901064578912528,5.969305287951849,0.0,39.53076089108529,0.0,0.0,5.969305287951849,9.901064578912528,5.917906046161393,6.923737199690624,10.842673138699924,0.0,0.875,0,2,0,2,6,2.1580000000000004,0,0,0,0,0,0,0,6.54
*Oc1ccc(CC(*)=O)cc1,2.709147824373649,2.936722276696329,2.936722276696329,-1.31,9.901064578912528,6.286160523129555,0.0,6.4208216229260096,29.82891976554344,5.106527394840706,6.286160523129555,11.21535880699783,0.0,0.0,10.859827333711262,7.86537037037037,0.125,0,2,1,2,3,1.1481,0,0,0,0,0,0,0,4.8618
*CC(CCl)(CCl)C(=O)O*,4.39473438151559,2.2534309460685327,3.3224759137182307,0.0499999999999999,9.901064578912528,29.17118506841688,0.0,6.923737199690624,0.0,0.0,17.729312177892528,9.901064578912528,5.41499046939678,6.923737199690624,11.238472222222224,0.0,0.8,0,2,0,2,4,1.4254999999999998,0,0,0,0,0,0,0,6.551
*CC(CCCC)(CCCC)C(=O)O*,4.510853774191169,5.13312202461678,5.13312202461678,-0.53,9.901064578912528,5.969305287951849,0.0,59.29614133662794,0.0,0.0,5.969305287951849,9.901064578912528,5.41499046939678,6.923737199690624,11.956998299319729,0.0,0.9090909090909092,0,2,0,2,8,3.3283000000000023,0,0,0,0,0,0,0,6.671
*OC(CC(*)=O)C(C)(Cl)Cl,4.0657839394482895,2.368267694288624,3.1241966403070784,0.2099999999999999,9.901064578912528,29.488040303594587,0.0,23.781879323850376,0.0,0.0,16.723481024363295,9.901064578912528,0.0,0.0,10.801327160493829,0.0,0.8,0,2,0,2,4,1.4956999999999998,0,0,0,0,0,0,0,6.4677
*Oc1ccc(C=CC(*)=O)cc1,2.7469405523531787,3.140299098032741,3.140299098032741,-1.5699999999999998,9.901064578912528,12.362180629963436,0.0,0.0,35.90493987237732,5.106527394840706,6.286160523129555,4.794537184071822,0.0,0.0,10.749791509196273,7.825345804988662,0.0,0,2,1,2,3,1.6188,0,0,0,0,0,0,0,3.6422
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,4.376086062715161,5.653278696923317,5.653278696923317,-1.48,45.77495500283332,11.9386105759037,0.0,50.3746111956784,0.0,0.0,36.31308004470034,19.432464716784395,0.0,6.923737199690624,21.992824164953184,0.0,0.8181818181818182,0,4,0,4,10,2.971000000000001,0,0,1,0,0,0,1,6.6433
*CCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,1.5565998613022338,11.86326119726479,11.86326119726479,-3.68,29.02153908492804,23.75297003460671,10.633577208012662,51.8694885601727,70.78474251448087,10.633577208012662,43.44936481094478,9.843390348640757,0.0,6.923737199690624,48.11655649891266,13.007966685502211,0.4074074074074074,2,8,2,6,16,4.322600000000003,0,0,1,0,0,0,8,4.3426
*CCCCCOC(=O)C(=O)O*,3.3201268880433936,3.355171715522539,3.355171715522539,-1.06,19.432464716784395,11.9386105759037,0.0,26.186202068468653,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,21.36977528974553,0.0,0.7142857142857143,0,4,0,4,5,0.6749999999999999,0,0,1,0,0,0,3,5.5658
*CCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,3.627520073808781,7.7229620992320465,9.544329304277962,-1.11,27.85026170111333,21.7758637123212,0.0,64.71113180602472,0.0,0.0,38.46899673823913,29.269717853201897,0.0,6.923737199690624,22.49311578218096,0.0,0.8666666666666667,0,6,0,6,15,2.430400000000001,0,0,1,0,0,0,5,6.9262
*CCCCCc1ccc(CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,1.5883029993483668,9.955012906800924,9.955012906800924,-2.619999999999999,19.432464716784395,11.9386105759037,0.0,58.29031018309871,70.78474251448087,0.0,18.545492540416618,22.68503359449277,0.0,6.923737199690624,23.54578670509242,15.527601067952968,0.4166666666666667,0,4,2,4,13,5.557900000000005,0,0,1,0,0,0,5,3.7742
*Oc1ccc(OC(=O)CCC(*)=O)cc1,2.460769911894317,4.049094712392124,4.049094712392124,-1.8400000000000003,19.4324647167844,12.255465811081404,0.0,12.84164324585202,24.26546827384644,9.843390348640757,12.255465811081404,9.589074368143644,0.0,0.0,22.083692169973283,6.951590765936004,0.2,0,4,1,4,5,1.2912,0,0,1,0,0,0,0,5.0485
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,2.084165034168334,5.163355136251496,5.163355136251496,-2.62,19.4324647167844,12.255465811081404,0.0,0.0,59.65783953108687,9.843390348640757,12.255465811081404,0.0,0.0,0.0,23.20539209173873,13.561771247831851,0.0,0,4,2,4,4,2.438400000000001,0,0,1,0,0,0,0,3.7683
*CCC(=O)Oc1ccc(OC(=O)CCN2CCN(*)C(C)C2)cc1,1.737675023958546,7.7619273710920575,7.7619273710920575,-1.92,19.06280027574374,11.9386105759037,10.216698334856808,32.730958474381225,24.26546827384644,9.473725907600098,54.376175363558765,9.589074368143644,0.0,6.923737199690624,25.84510890911376,7.285596715260956,0.5294117647058824,0,6,1,6,7,1.7156,0,0,2,0,0,0,0,4.6472
*OC(C)COC(=O)C(*)=O,3.5399047261053216,2.3723483903396123,2.3723483903396123,-0.9000000000000001,19.4324647167844,12.255465811081404,0.0,13.027703587438928,0.0,0.0,24.966314163342627,19.4324647167844,0.0,0.0,21.07476095993953,0.0,0.6,0,4,0,4,4,-0.5251000000000001,0,0,1,0,0,0,0,5.4575
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,1.4750564104349235,15.863261197264787,15.863261197264787,-3.68,29.02153908492804,23.75297003460671,10.633577208012662,103.2360615435808,70.78474251448087,10.633577208012662,43.44936481094478,9.843390348640757,0.0,6.923737199690624,48.62287893647378,13.01255327977922,0.5428571428571428,2,8,2,6,24,7.443400000000008,0,0,1,0,0,0,16,4.6624
*CCCCOC(=O)CC(=O)O*,3.351768674843269,3.3122784967090864,3.3122784967090864,-1.06,19.432464716784395,11.9386105759037,0.0,26.186202068468653,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,21.556384086041824,0.0,0.7142857142857143,0,4,0,4,6,0.6749999999999999,0,0,1,0,0,0,2,6.6946
*CCCCOC(=O)C(=O)O*,3.3766335351726,2.8551717155225385,2.8551717155225385,-1.06,19.432464716784395,11.9386105759037,0.0,19.765380445542643,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,21.249686555177625,0.0,0.6666666666666666,0,4,0,4,4,0.2848999999999999,0,0,1,0,0,0,2,5.0922
*CCCCOC(=O)COCC(=O)O*,3.294298442737432,3.889628765898713,3.889628765898713,-1.1,24.169327670584444,11.9386105759037,0.0,19.765380445542643,0.0,0.0,31.75925646944245,24.169327670584444,0.0,6.923737199690624,21.67055272824618,0.0,0.75,0,5,0,5,8,0.3014999999999999,0,0,1,0,0,0,2,6.6832
*CCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,2.366577723587501,5.840752482941553,5.840752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,32.60702369139466,35.392371257240434,0.0,18.545492540416618,32.274107962636414,0.0,6.923737199690624,22.79816891886732,7.470584418187232,0.4285714285714285,0,4,1,4,8,2.0701,0,0,1,0,0,0,2,5.4635
*CCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,3.649584838019578,7.2229620992320465,9.044329304277962,-1.11,27.85026170111333,21.7758637123212,0.0,58.29031018309871,0.0,0.0,38.46899673823913,29.269717853201897,0.0,6.923737199690624,22.41177691936847,0.0,0.8571428571428571,0,6,0,6,14,2.0403,0,0,1,0,0,0,4,6.544
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,1.4701234733599418,15.863261197264787,15.863261197264787,-3.68,29.02153908492804,23.75297003460671,10.633577208012662,103.2360615435808,70.78474251448087,10.633577208012662,43.44936481094478,9.843390348640757,0.0,6.923737199690624,48.61059543306108,13.090279922282257,0.5428571428571428,2,8,2,6,24,7.443400000000008,0,0,1,0,0,0,16,4.6196
*CC(CBr)(CBr)COC(=O)CCCCC(=O)O*,3.8319542438362655,5.261014542907031,7.503952358399836,-0.1,19.432464716784395,43.7984983718024,0.0,32.60702369139466,0.0,0.0,29.205671834539466,19.432464716784395,5.41499046939678,6.923737199690624,22.56631938718248,0.0,0.8181818181818182,0,4,0,4,10,2.8413000000000013,0,0,1,0,0,0,1,6.0899
*CC(CCl)(CCl)COC(=O)CCCCC(=O)O*,3.8319542438362655,5.261014542907031,6.330059510556729,-0.4800000000000001,19.432464716784395,35.14049035636873,0.0,32.60702369139466,0.0,0.0,30.30549943035729,19.432464716784395,5.41499046939678,6.923737199690624,22.49185951063928,0.0,0.8181818181818182,0,4,0,4,10,2.529100000000001,0,0,1,0,0,0,1,6.8357
*CC(CCl)(CBr)COC(=O)CCCCC(=O)O*,3.8319542438362655,5.261014542907031,6.917005934478282,-0.29,19.432464716784395,39.46949436408556,0.0,32.60702369139466,0.0,0.0,29.75558563244838,19.432464716784395,5.41499046939678,6.923737199690624,22.52908944891088,0.0,0.8181818181818182,0,4,0,4,10,2.685200000000001,0,0,1,0,0,0,1,6.6998
*CC(C)(C)COC(=O)CCCCC(=O)O*,3.5712490032044304,5.019385277895634,5.019385277895634,-1.06,19.432464716784395,11.9386105759037,0.0,46.45449809077592,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,22.297779981061908,0.0,0.8181818181818182,0,4,0,4,8,2.0913,0,0,1,0,0,0,1,6.692
*CC(C)(C)COC(=O)CCCCCCCC(=O)O*,3.422575946333021,6.519385277895634,6.519385277895634,-1.06,19.432464716784395,11.9386105759037,0.0,65.71696295955395,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,22.51779500782977,0.0,0.8571428571428571,0,4,0,4,11,3.2616000000000023,0,0,1,0,0,0,4,6.5848
*CCCOC(=O)C1CCC(C(=O)O*)CC1,2.260377868044117,5.315515146567617,5.315515146567617,-1.06,19.432464716784395,11.9386105759037,0.0,39.02784531432067,0.0,0.0,18.545492540416618,19.432464716784395,11.835812092322788,6.923737199690624,23.09865387148125,0.0,0.8181818181818182,0,4,0,4,5,1.7012,0,0,1,0,0,0,1,6.703
*CCCOC(=O)c1cccc(C(=O)O*)c1,2.7032492651261104,4.426538920568458,4.426538920568458,-1.84,19.432464716784395,11.9386105759037,0.0,13.344558822616634,35.392371257240434,0.0,18.545492540416618,9.843390348640757,0.0,6.923737199690624,22.98937978202453,6.485506897203326,0.2727272727272727,0,4,1,4,5,1.8222,0,0,1,0,0,0,1,5.151
*OC(C)CCOC(=O)c1cccc(C(*)=O)c1,2.5609949912366847,4.943715595385532,4.943715595385532,-1.6800000000000002,19.4324647167844,12.255465811081404,0.0,19.44852521036493,35.392371257240434,0.0,24.966314163342627,9.843390348640757,0.0,0.0,23.0628224961166,6.759696524832258,0.3333333333333333,0,4,1,4,6,1.7924,0,0,1,0,0,0,0,5.0532
*CCCOC(=O)CC(=O)O*,3.39613652381051,2.8122784967090864,2.8122784967090864,-1.06,19.432464716784395,11.9386105759037,0.0,19.765380445542643,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,21.41901100718065,0.0,0.6666666666666666,0,4,0,4,5,0.2848999999999999,0,0,1,0,0,0,1,6.6256
*CC(C)(C)COC(=O)CCC(=O)O*,3.7134673520747423,4.019385277895634,4.019385277895634,-1.06,19.432464716784395,11.9386105759037,0.0,33.61285484492389,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,22.052927965167548,0.0,0.7777777777777778,0,4,0,4,6,1.3111,0,0,1,0,0,0,0,6.4486
*CCCOC(=O)C(=O)O*,3.444530849142456,2.355171715522539,2.355171715522539,-1.06,19.432464716784395,11.9386105759037,0.0,13.344558822616634,0.0,0.0,18.545492540416618,19.432464716784395,0.0,6.923737199690624,21.099879062736207,0.0,0.6,0,4,0,4,3,-0.1051999999999999,0,0,1,0,0,0,1,5.7163
*CC(CCl)(CCl)COC(=O)C(=O)O*,4.22117242998649,3.303907761720483,4.372952729370181,-0.4800000000000001,19.432464716784395,35.14049035636873,0.0,6.923737199690624,0.0,0.0,30.30549943035729,19.432464716784395,5.41499046939678,6.923737199690624,21.855060468631898,0.0,0.7142857142857143,0,4,0,4,5,0.9686999999999998,0,0,1,0,0,0,0,5.906
*CC(C)(C)COC(=O)C(=O)O*,3.896656953922991,3.0622784967090864,3.0622784967090864,-1.06,19.432464716784395,11.9386105759037,0.0,20.771211599071872,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,21.598682917611487,0.0,0.7142857142857143,0,4,0,4,3,0.5308999999999999,0,0,1,0,0,0,0,4.957
*CCCOC(=O)Cc1ccc(CC(=O)O*)cc1,2.429856498285147,5.340752482941553,5.340752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,26.186202068468653,35.392371257240434,0.0,18.545492540416618,32.274107962636414,0.0,6.923737199690624,22.69050735424147,7.456401171579743,0.3846153846153846,0,4,1,4,7,1.68,0,0,1,0,0,0,1,5.2766
*CC(C)(C)COC(=O)CCCCCCCCC(=O)O*,3.3860256857155924,7.019385277895634,7.019385277895634,-1.06,19.432464716784395,11.9386105759037,0.0,72.13778458247997,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,22.57011986436822,0.0,0.8666666666666667,0,4,0,4,12,3.6517000000000026,0,0,1,0,0,0,5,6.6996
*CC(C)(C)COC(=O)CCCCCCC(=O)O*,3.464950266736522,6.019385277895634,6.019385277895634,-1.06,19.432464716784395,11.9386105759037,0.0,59.29614133662794,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,22.45682889518526,0.0,0.8461538461538461,0,4,0,4,10,2.871500000000001,0,0,1,0,0,0,3,6.7281
*OC(C)CCOC(=O)CCCCS(=O)(=O)CCCCC(*)=O,3.679250462294932,7.24013877404912,9.061505979095037,-0.9500000000000002,27.850261701113336,22.092718947498906,0.0,57.973454947921,0.0,0.0,44.88981836116514,29.2697178532019,0.0,0.0,22.37562113558616,0.0,0.8571428571428571,0,6,0,6,14,1.6204,0,0,1,0,0,0,2,6.6674
*Cc1ccc(COC(=O)CCCC(=O)O*)cc1,2.233929854172315,5.340752482941553,5.340752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,32.79308403298157,35.392371257240434,0.0,11.9386105759037,32.96308388098794,0.0,0.0,22.386866827617084,8.209596179100147,0.3846153846153846,0,4,1,4,7,1.9569,0,0,1,0,0,0,0,5.4521
*Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O*)cc1,1.9215053377050264,8.840752482941554,8.840752482941554,-1.84,19.432464716784395,11.9386105759037,0.0,77.73883539346366,35.392371257240434,0.0,11.9386105759037,32.96308388098794,0.0,0.0,22.81273537208612,8.430834117048759,0.6,0,4,1,4,14,4.687600000000004,0,0,1,0,0,0,7,5.5473
*Cc1ccc(COC(=O)c2cccc(C(=O)O*)c2)cc1,2.0067181617583345,5.955012906800924,5.955012906800924,-2.62,19.432464716784395,11.9386105759037,0.0,13.530619164203545,70.78474251448087,0.0,11.9386105759037,23.374009512844296,0.0,0.0,23.57677423502449,14.591743995165364,0.125,0,4,2,4,5,2.7140000000000013,0,0,1,0,0,0,0,4.5912
*Cc1ccc(COC(=O)CCCCCC(=O)O*)cc1,2.114911469814692,6.340752482941553,6.340752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,45.6347272788336,35.392371257240434,0.0,11.9386105759037,32.96308388098794,0.0,0.0,22.56526175542108,8.307306221562381,0.4666666666666667,0,4,1,4,9,2.7371000000000008,0,0,1,0,0,0,2,5.6303
*Cc1ccc(COC(=O)CCCCCCCCC(=O)O*)cc1,1.9849988510918628,7.840752482941553,7.840752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,64.89719214761163,35.392371257240434,0.0,11.9386105759037,32.96308388098794,0.0,0.0,22.73464759395836,8.393957326597125,0.5555555555555556,0,4,1,4,12,3.907400000000004,0,0,1,0,0,0,5,5.2222
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,2.3061769579895683,4.840752482941553,4.840752482941553,-1.84,19.432464716784395,11.9386105759037,0.0,26.37226241005556,35.392371257240434,0.0,11.9386105759037,32.96308388098794,0.0,0.0,22.259713628461547,8.138430800567345,0.3333333333333333,0,4,1,4,6,1.5668,0,0,1,0,0,0,0,5.464
*CC(C)(C)COC(=O)CC(=O)O*,3.800042754453017,3.5193852778956343,3.5193852778956343,-1.06,19.432464716784395,11.9386105759037,0.0,27.19203322199788,0.0,0.0,18.545492540416618,19.432464716784395,5.41499046939678,6.923737199690624,21.868140825774752,0.0,0.75,0,4,0,4,5,0.921,0,0,1,0,0,0,0,6.7138
*CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.7198777351588597,9.33123945894771,9.33123945894771,-2.3599999999999994,19.432464716784395,22.711059004833288,0.0,58.29031018309871,47.52510539416365,0.0,18.545492540416618,9.843390348640757,0.0,6.923737199690624,23.93467210808358,10.831576744427348,0.4545454545454545,0,4,2,4,12,5.7061000000000055,0,0,1,0,0,0,8,3.7577
*OC(C)CCCC(C)C(*)=O,3.3656266133826365,3.699698659529238,3.699698659529238,-0.37,9.901064578912528,6.286160523129555,0.0,39.21390565590758,0.0,0.0,12.390126910877855,9.901064578912528,5.917906046161393,0.0,10.981190239984883,0.0,0.875,0,2,0,2,6,1.7381,0,0,0,0,0,0,0,6.6886
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,2.203946549735499,7.8389063258286065,7.8389063258286065,-3.039999999999999,45.77495500283332,11.9386105759037,0.0,24.69132470397436,59.65783953108687,0.0,36.31308004470034,9.843390348640757,0.0,6.923737199690624,23.81009012384942,11.623472077812112,0.2631578947368421,0,4,2,4,8,5.005000000000003,0,0,1,0,0,0,0,4.3076
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,5.704673975566873,7.08132606797815,7.08132606797815,-1.9700000000000004,76.50786033655706,11.9386105759037,0.0,55.55432480345901,0.0,0.0,54.334436898332974,19.432464716784395,5.917906046161393,6.923737199690624,22.61898225395582,0.0,0.8461538461538461,0,4,0,4,11,4.639900000000001,0,0,1,0,0,0,0,6.6602
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,5.870598207762731,7.709290540987377,7.709290540987377,-2.1100000000000003,85.2886904319067,11.9386105759037,0.0,61.47685397155359,0.0,0.0,60.25696606642755,19.432464716784395,5.917906046161393,6.923737199690624,22.669579763025745,0.0,0.8571428571428571,0,4,0,4,12,5.275200000000002,0,0,1,0,0,0,0,6.9563
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,4.490031379916361,5.153278696923317,5.153278696923317,-1.48,45.77495500283332,11.9386105759037,0.0,43.95378957275239,0.0,0.0,36.31308004470034,19.432464716784395,0.0,6.923737199690624,21.87050436279936,0.0,0.8,0,4,0,4,9,2.5809000000000006,0,0,1,0,0,0,0,6.894
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,4.896151455915448,5.781243169932544,5.781243169932544,-1.62,54.55578509818296,11.9386105759037,0.0,49.87631874084697,0.0,0.0,42.23560921279492,19.432464716784395,0.0,6.923737199690624,21.921101871869283,0.0,0.8181818181818182,0,4,0,4,10,3.216200000000001,0,0,1,0,0,0,0,7.0209
*OC1C(C)(C)C(OC(=O)C2CCC(C(*)=O)CC2)C1(C)C,1.944346325081396,7.448820925911157,7.448820925911157,-0.9000000000000001,19.4324647167844,12.255465811081404,0.0,65.58616806596314,0.0,0.0,24.463398586578013,19.4324647167844,22.665793031116348,0.0,24.066617646177704,0.0,0.875,0,4,0,4,4,2.6960000000000006,0,0,1,0,0,0,0,6.4982
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,2.135903340809843,6.559844699911997,6.559844699911997,-1.6800000000000002,19.4324647167844,12.255465811081404,0.0,39.9028815742591,35.392371257240434,0.0,24.463398586578013,9.843390348640757,10.82998093879356,0.0,23.76902505358511,6.804214695137314,0.5,0,4,1,4,4,2.817000000000001,0,0,1,0,0,0,0,4.7185
*CCCCOC(=O)C1CCC(C(=O)O*)CC1,2.2098695763925256,5.815515146567617,5.815515146567617,-1.06,19.432464716784395,11.9386105759037,0.0,45.448666937246685,0.0,0.0,18.545492540416618,19.432464716784395,11.835812092322788,6.923737199690624,23.21423052620625,0.0,0.8333333333333334,0,4,0,4,6,2.0913,0,0,1,0,0,0,2,6.3839
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,2.233912688098396,5.574038738774455,5.574038738774455,-2.62,19.4324647167844,12.255465811081404,0.0,6.923737199690624,59.15492395432226,9.843390348640757,12.255465811081404,0.0,6.923737199690624,0.0,23.617609237603823,12.103150835556136,0.0666666666666666,0,4,2,4,4,2.7468200000000005,0,0,1,0,0,0,0,4.2911
