smiles,SlogP_VSA10,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,VSA_EState1,VSA_EState10,VSA_EState8,FractionCSP3,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,fr_C_O_noCOO,fr_C_S,fr_imide,fr_ketone,fr_oxazole,fr_thiophene,value
*CCc1ccc(C(*)=S)cc1,0.0,6.4208216229260096,0.0,11.126902983393991,6.923737199690624,0.8067061654908877,5.193401071848492,1.4699088246409675,0.2222222222222222,0,0,0,0,3,0,0,0,1,0,0,0,0,5.8549
*CCc1ccc(O*)cc1,0.0,6.4208216229260096,0.0,5.563451491696996,6.923737199690624,0.6489451058201058,0.0,1.4663480253212395,0.25,1,0,0,0,3,0,0,0,0,0,0,0,0,5.6727
*CCCc1ccc(*)s1,0.0,6.4208216229260096,0.0,11.297968816627307,6.923737199690624,1.157958238851096,2.0665740740740737,1.5729355631141346,0.4285714285714285,0,0,0,0,3,0,0,0,0,0,0,0,1,5.6976
*CCCc1ccc(*)cc1,0.0,6.4208216229260096,0.0,11.984273114623004,6.923737199690624,1.0822782029478455,0.0,1.5512166950113375,0.3333333333333333,0,0,0,0,3,0,0,0,0,0,0,0,0,5.9933
*CCCC(*)=O,0.0,4.794537184071822,0.0,12.84164324585202,6.923737199690624,0.6547222222222222,0.0,1.4145833333333333,0.75,1,0,0,0,3,0,0,1,0,0,0,0,0,6.6298
*CCCC(*)=S,0.0,0.0,0.0,12.84164324585202,6.923737199690624,1.1176851851851852,4.999861111111111,1.5479166666666666,0.75,0,0,0,0,3,0,0,0,1,0,0,0,0,5.7881
*CCC(=O)c1ccc(*)s1,0.0,0.0,0.0,16.09250600069913,6.923737199690624,0.734208238851096,1.7251388888888888,1.210667044595616,0.2857142857142857,1,0,0,0,3,0,0,1,0,0,1,0,1,6.6564
*CCC(=O)c1ccc(*)cc1,0.0,0.0,0.0,16.778810298694825,6.923737199690624,0.7047829270597128,0.0,1.1889481764928194,0.2222222222222222,1,0,0,0,3,0,0,1,0,0,1,0,0,6.8635
*CCC(=O)C(*)=S,0.0,4.794537184071822,0.0,6.4208216229260096,6.923737199690624,0.4737500000000001,4.77300925925926,1.185648148148148,0.5,1,0,0,0,3,0,0,1,1,0,1,0,0,6.4199
*CCC(=S)O*,0.0,5.106527394840706,0.0,6.4208216229260096,6.923737199690624,0.6541203703703704,4.834675925925926,1.366064814814815,0.6666666666666666,1,0,0,0,2,0,0,0,1,0,0,0,0,6.2041
*CCNc1ccc(*)s1,5.001081976687867,0.0,0.0,0.0,6.923737199690624,1.055458238851096,1.9554629629629627,2.6840003779289496,0.3333333333333333,1,0,0,1,3,0,0,0,0,0,0,0,1,4.6632
*CCNc1ccc(*)cc1,5.687386274683562,0.0,0.0,0.0,6.923737199690624,0.992000425170068,0.0,2.630217072940287,0.25,1,0,0,1,3,0,0,0,0,0,0,0,0,4.8208
*CCNC(*)=S,0.0,0.0,0.0,0.0,6.923737199690624,0.944074074074074,4.88875,2.619675925925926,0.6666666666666666,1,0,0,1,2,0,0,0,1,0,0,0,0,5.3628
*CCON*,0.0,4.8375885837366335,0.0,0.0,6.923737199690624,0.8991666666666666,0.0,2.335972222222222,1.0,2,0,0,1,3,0,0,0,0,0,0,0,0,4.8207
*CC(=O)c1ccc(-c2ccc(*)s2)s1,0.0,0.0,0.0,9.671684377773122,6.923737199690624,0.5249954071134626,3.559983229402872,0.8490734441924916,0.1,1,0,0,0,3,0,0,1,0,0,1,0,2,5.6786
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,0.0,0.0,0.0,9.671684377773122,6.923737199690624,0.4926550033593684,1.6353864323507177,0.8372332976400434,0.0833333333333333,1,0,0,0,3,0,0,1,0,0,1,0,1,6.0852
*CC(=O)c1ccc(C(*)=O)s1,0.0,0.0,0.0,19.343368755546244,6.923737199690624,-0.0825547996976566,1.377083333333333,0.7682832577475432,0.1428571428571428,2,0,0,0,3,0,0,2,0,0,1,0,1,7.202
*CC(=O)c1ccc(C(*)=S)s1,0.0,0.0,0.0,14.54883157147442,6.923737199690624,0.3398989040060468,6.7094312169312165,0.8363104686318971,0.1428571428571428,1,0,0,0,3,0,0,1,1,0,1,0,1,6.3101
*CC(=O)c1ccc(O*)s1,0.0,0.0,0.0,9.671684377773122,6.923737199690624,0.1821135676492821,1.496296296296296,0.829602229780801,0.1666666666666666,2,0,0,0,3,0,0,1,0,0,1,0,1,6.261
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,0.0,0.0,0.0,10.357988675768818,6.923737199690624,0.504158478206097,1.8993722967582087,0.8269214275216257,0.0833333333333333,1,0,0,0,3,0,0,1,0,0,1,0,1,5.9294
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,0.0,0.0,0.0,10.357988675768818,6.923737199690624,0.4747240667514835,0.0,0.8176675992558025,0.0714285714285714,1,0,0,0,3,0,0,1,0,0,1,0,0,6.2808
*CC(=O)c1ccc(C(*)=O)cc1,0.0,0.0,0.0,20.715977351537635,6.923737199690624,-0.0954863473167044,0.0,0.7650477135298562,0.1111111111111111,2,0,0,0,3,0,0,2,0,0,1,0,0,7.293
*CC(=O)c1ccc(C(*)=S)cc1,0.0,0.0,0.0,15.921440167465814,6.923737199690624,0.3160362864281514,5.137916377970941,0.8171310468631896,0.1111111111111111,1,0,0,0,3,0,0,1,1,0,1,0,0,6.4748
*CC(=O)c1ccc(O*)cc1,0.0,0.0,0.0,10.357988675768818,6.923737199690624,0.1582752267573695,0.0,0.8135702475434616,0.125,2,0,0,0,3,0,0,1,0,0,1,0,0,6.5457
*CC(=O)Cc1ccc(*)s1,0.0,11.21535880699783,0.0,4.877147193701299,6.923737199690624,0.6373611111111112,1.8494907407407408,0.9201577853363568,0.2857142857142857,1,0,0,0,3,0,0,1,0,0,1,0,1,6.0343
*CC(=O)Cc1ccc(*)cc1,0.0,11.21535880699783,0.0,5.563451491696996,6.923737199690624,0.5916083238851096,0.0,0.8984389172335601,0.2222222222222222,1,0,0,0,3,0,0,1,0,0,1,0,0,6.2518
*CC(=O)CC(*)=O,0.0,9.589074368143644,0.0,6.4208216229260096,6.923737199690624,0.010787037037037,0.0,0.7618055555555555,0.5,2,0,0,0,3,0,0,2,0,0,1,0,0,5.6663
*CC(=O)CC(*)=S,0.0,4.794537184071822,0.0,6.4208216229260096,6.923737199690624,0.4737500000000001,4.856111111111111,0.8951388888888888,0.5,1,0,0,0,3,0,0,1,1,0,1,0,0,5.8877
*CC(=O)CO*,0.0,9.901064578912528,0.0,0.0,6.923737199690624,0.3124537037037037,0.0,1.3012499999999998,0.6666666666666666,2,0,0,0,3,0,0,1,0,0,1,0,0,6.97
*CC(=O)C(=S)c1ccc(*)s1,0.0,4.794537184071822,0.0,4.877147193701299,6.923737199690624,0.439537037037037,6.80074074074074,0.7662226001511716,0.1428571428571428,1,0,0,0,3,0,0,1,1,0,1,0,1,6.3305
*CC(=O)C(=S)c1ccc(*)cc1,0.0,4.794537184071822,0.0,5.563451491696996,6.923737199690624,0.4154735922146636,5.096505102040816,0.7445037320483749,0.1111111111111111,1,0,0,0,3,0,0,1,1,0,1,0,0,6.263
*CC(=O)C(=S)C(*)=O,0.0,9.589074368143644,0.0,0.0,6.923737199690624,-0.2914814814814813,4.603194444444444,0.6078703703703704,0.25,2,0,0,0,3,0,0,2,1,0,1,0,0,6.8667
*CC(=O)C(=S)O*,0.0,9.901064578912528,0.0,0.0,6.923737199690624,0.0101851851851854,4.607824074074074,0.713287037037037,0.3333333333333333,2,0,0,0,2,0,0,1,1,0,1,0,0,6.719
*CC(=O)Nc1ccc(*)s1,5.001081976687867,4.794537184071822,0.0,0.0,6.923737199690624,0.5348611111111111,1.7383796296296294,0.8090466742252456,0.1666666666666666,2,0,0,1,2,0,0,1,0,0,0,0,1,5.8021
*CC(=O)Nc1ccc(*)cc1,5.687386274683562,4.794537184071822,0.0,0.0,6.923737199690624,0.5013305461073319,0.0,0.7873278061224489,0.125,2,0,0,1,2,0,0,1,0,0,0,0,0,5.8783
*CC(=O)NC(*)=O,4.794537184071822,4.794537184071822,0.0,0.0,6.923737199690624,-0.162824074074074,0.0,0.6506944444444444,0.3333333333333333,3,0,0,1,1,0,0,2,0,1,0,0,0,5.8547
*CC(=O)NC(*)=S,0.0,4.794537184071822,0.0,0.0,6.923737199690624,0.3001388888888889,4.744999999999999,0.7840277777777777,0.3333333333333333,2,0,0,1,1,0,0,1,1,0,0,0,0,5.8386
*CC(=O)Oc1ccc(*)s1,0.0,4.794537184071822,0.0,0.0,6.923737199690624,5.498796296296296,1.6272685185185185,0.6979355631141345,0.1666666666666666,2,0,0,0,2,0,0,1,0,0,0,0,1,6.077
*CC(=O)OC(*)=O,4.794537184071822,9.53140013787187,0.0,0.0,6.923737199690624,3.958703703703704,0.0,0.2850000000000001,0.3333333333333333,3,0,0,0,1,0,0,2,0,0,0,0,0,8.5901
*CC(=O)OC(*)=S,0.0,9.53140013787187,0.0,0.0,6.923737199690624,4.792037037037038,4.6338888888888885,0.6729166666666666,0.3333333333333333,2,0,0,0,1,0,0,1,1,0,0,0,0,6.7464
*CC(=S)c1ccc(C(*)=S)s1,0.0,0.0,0.0,9.7542943874026,6.923737199690624,0.616259448223734,12.257482048374904,1.2066808390022676,0.1428571428571428,0,0,0,0,3,0,0,0,2,0,0,0,1,4.932
*CC(=S)c1ccc(O*)s1,0.0,0.0,0.0,4.877147193701299,6.923737199690624,0.4584741118669689,6.925393990929704,1.1999726001511717,0.1666666666666666,1,0,0,0,3,0,0,0,1,0,0,0,1,5.946
*CC(=S)c1ccc(C(*)=S)cc1,0.0,0.0,0.0,11.126902983393991,6.923737199690624,0.576452953094818,10.466001223020072,1.18750141723356,0.1111111111111111,0,0,0,0,3,0,0,0,2,0,0,0,0,4.2727
*CC(=S)c1ccc(N*)cc1,5.687386274683562,0.0,0.0,5.563451491696996,6.923737199690624,0.6843168934240361,5.258994708994709,1.2043487811791382,0.125,1,0,0,1,3,0,0,0,1,0,0,0,0,5.6636
*CC(=S)c1ccc(O*)cc1,0.0,0.0,0.0,5.563451491696996,6.923737199690624,0.4186918934240361,5.238586545729403,1.1839406179138323,0.125,1,0,0,0,3,0,0,0,1,0,0,0,0,5.926
*CC(=S)CO*,0.0,5.106527394840706,0.0,0.0,6.923737199690624,0.6541203703703704,4.931898148148148,2.041990740740741,0.6666666666666666,1,0,0,0,3,0,0,0,1,0,0,0,0,5.5936
*CC(=S)C(=O)O*,0.0,9.901064578912528,0.0,0.0,6.923737199690624,0.0101851851851851,4.705046296296296,0.8753240740740741,0.3333333333333333,2,0,0,0,2,0,0,1,1,0,0,0,0,6.5803
*CC(=S)NO*,0.0,5.20725302477729,0.0,0.0,6.923737199690624,0.4805092592592593,4.820787037037037,1.1264814814814814,0.5,2,0,0,1,2,0,0,0,1,0,0,0,0,5.6761
*CNc1ccc(-c2ccc(*)cc2)s1,5.001081976687867,0.0,0.0,0.0,0.0,0.8247743449231544,1.865710506424792,0.0,0.0909090909090909,1,0,0,1,3,0,0,0,0,0,0,0,1,5.4046
*CNc1ccc(C(*)=O)s1,5.001081976687867,0.0,0.0,9.671684377773122,0.0,0.2991534391534393,1.6074074074074072,0.0,0.1666666666666666,2,0,0,1,3,0,0,1,0,0,0,0,1,5.431
*CNc1ccc(C(*)=S)s1,5.001081976687867,0.0,0.0,4.877147193701299,0.0,0.7216071428571428,6.984634353741496,0.0,0.1666666666666666,1,0,0,1,3,0,0,0,1,0,0,0,1,5.3497
*CNc1ccc(N*)s1,10.002163953375732,0.0,0.0,0.0,0.0,0.834229969765684,1.8377314814814811,0.0,0.2,2,0,0,2,3,0,0,0,0,0,0,0,1,4.8739
*CNc1ccc(O*)s1,5.001081976687867,0.0,0.0,0.0,0.0,0.5638218065003778,1.7266203703703702,0.0,0.2,2,0,0,1,3,0,0,0,0,0,0,0,1,5.3042
*CNc1ccc(-c2ccc(*)s2)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.8362778197698832,1.9630946607037876,0.0,0.0909090909090909,1,0,0,1,3,0,0,0,0,0,0,0,1,5.0179
*CNc1ccc(N*)cc1,11.374772549367124,0.0,0.0,0.0,0.0,0.7830508314436885,0.0,0.0,0.1428571428571428,2,0,0,2,3,0,0,0,0,0,0,0,0,4.6919
*CNc1ccc(O*)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.5174258314436885,0.0,0.0,0.1428571428571428,2,0,0,1,3,0,0,0,0,0,0,0,0,5.1109
*CNCc1ccc(*)s1,0.0,6.544756405912575,0.0,4.877147193701299,0.0,1.0190693499622072,2.0040740740740737,1.125324074074074,0.3333333333333333,1,0,0,1,3,0,0,0,0,0,0,0,1,5.8087
*CNCc1ccc(*)cc1,0.0,6.544756405912575,0.0,5.563451491696996,0.0,0.9507589285714284,0.0,1.0731944444444443,0.25,1,0,0,1,3,0,0,0,0,0,0,0,0,6.259
*CNCC(*)=O,0.0,4.794537184071822,0.0,0.0,0.0,0.4811111111111111,0.0,0.6840277777777777,0.6666666666666666,2,0,0,1,3,0,0,1,0,0,0,0,0,6.367
*CNCC(*)=S,0.0,0.0,0.0,0.0,0.0,0.9440740740740742,4.937361111111111,1.054398148148148,0.6666666666666666,1,0,0,1,3,0,0,0,1,0,0,0,0,6.0922
*CNCN*,0.0,0.0,0.0,0.0,0.0,1.0727777777777778,0.0,1.0868055555555556,1.0,2,0,0,2,3,0,0,0,0,0,0,0,0,6.0806
*CNCO*,0.0,5.106527394840706,0.0,0.0,0.0,0.7827777777777778,0.0,0.8368055555555556,1.0,2,0,0,1,3,0,0,0,0,0,0,0,0,6.4057
*CNC(=O)c1ccc(*)s1,0.0,0.0,0.0,9.671684377773122,0.0,0.5953193499622073,1.6626388888888886,0.0,0.1666666666666666,2,0,0,1,2,0,0,1,0,0,0,0,1,6.3237
*CNC(=O)C(*)=S,0.0,4.794537184071822,0.0,0.0,0.0,0.300138888888889,4.71050925925926,0.0,0.3333333333333333,2,0,0,1,2,0,0,1,1,0,0,0,0,7.0203
*CNC(=S)c1ccc(*)s1,0.0,0.0,0.0,4.877147193701299,0.0,0.8212452758881331,7.071064814814815,0.0,0.1666666666666666,1,0,0,1,2,0,0,0,1,0,0,0,1,5.8964
*CNC(=S)c1ccc(*)cc1,0.0,0.0,0.0,5.563451491696996,0.0,0.7746241969009827,5.212245842781557,0.0,0.125,1,0,0,1,2,0,0,0,1,0,0,0,0,5.75
*CNC(=S)C(*)=O,0.0,4.794537184071822,0.0,0.0,0.0,0.1788425925925927,4.718935185185185,0.0,0.3333333333333333,2,0,0,1,2,0,0,1,1,0,0,0,0,6.3386
*CNC(=S)N*,0.0,0.0,0.0,0.0,0.0,0.7705092592592593,4.834675925925926,0.0,0.5,2,0,0,2,1,0,0,0,1,0,0,0,0,5.6855
*CNC(=S)O*,0.0,5.106527394840706,0.0,0.0,0.0,0.4805092592592593,4.723564814814814,0.0,0.5,2,0,0,1,1,0,0,0,1,0,0,0,0,6.2178
*CNOc1ccc(*)s1,0.0,0.0,0.0,0.0,0.0,0.8140693499622071,1.7818518518518516,0.0,0.2,2,0,0,1,3,0,0,0,0,0,0,0,1,5.578
*CNOc1ccc(*)cc1,0.0,0.0,0.0,0.0,0.0,0.770203373015873,0.0,0.0,0.1428571428571428,2,0,0,1,3,0,0,0,0,0,0,0,0,5.7444
*CNOC(*)=S,0.0,4.8375885837366335,0.0,0.0,0.0,0.596851851851852,4.715138888888889,0.0,0.5,2,0,0,1,2,0,0,0,1,0,0,0,0,6.7958
*CNON*,0.0,4.938314213673218,0.0,0.0,0.0,0.7255555555555556,0.0,0.0,1.0,3,0,0,2,3,0,0,0,0,0,0,0,0,6.3414
*COc1ccc(-c2ccc(*)cc2)s1,0.0,0.0,0.0,0.0,0.0,6.275015038422776,1.7545993953136807,0.0,0.0909090909090909,1,0,0,0,3,0,0,0,0,0,0,0,1,5.3253
*COc1ccc(O*)s1,0.0,0.0,0.0,0.0,0.0,5.79067365835223,1.615509259259259,0.0,0.2,2,0,0,0,3,0,0,0,0,0,0,0,1,5.7358
*COc1ccc(O*)cc1,0.0,0.0,0.0,0.0,0.0,5.767204743008314,0.0,0.0,0.1428571428571428,2,0,0,0,3,0,0,0,0,0,0,0,0,5.8209
*COC(=O)O*,4.794537184071822,9.843390348640757,0.0,0.0,0.0,4.468703703703704,0.0,0.0,0.5,3,0,0,0,1,0,0,1,0,0,0,0,0,8.8314
*COC(=S)O*,0.0,9.843390348640757,0.0,0.0,0.0,5.180740740740741,4.612453703703704,0.0,0.5,2,0,0,0,1,0,0,0,1,0,0,0,0,6.8707
*CONC(*)=O,4.794537184071822,4.8375885837366335,0.0,0.0,0.0,0.1338888888888889,0.0,0.0,0.5,3,0,0,1,2,0,0,1,0,0,0,0,0,7.3554
*CONO*,0.0,10.044841608513924,0.0,0.0,0.0,0.4355555555555556,0.0,0.0,1.0,3,0,0,1,3,0,0,0,0,0,0,0,0,7.0389
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0,0.0,0.0,9.671684377773122,0.0,0.1059929289285351,5.422385361552028,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,0,3,5.3929
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,0.0,0.0,0.0,14.54883157147442,0.0,-0.0740223188040646,8.63248472537163,0.0,0.0,1,0,0,0,3,0,0,1,1,0,0,0,2,6.113
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,0.0,0.0,0.0,9.671684377773122,0.0,-0.2320264340304021,3.2769510582010577,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,2,5.5977
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.0,0.0,0.0,9.671684377773122,0.0,0.0906723076188337,3.553281715578793,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,0,2,5.7571
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,0.0,0.0,0.0,15.235135869470117,0.0,-0.095814345570388,6.8417417386171895,0.0,0.0,1,0,0,0,3,0,0,1,1,0,0,0,1,6.0589
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,0.0,0.0,0.0,9.671684377773122,0.0,-0.2541461484476455,1.5953035241874525,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,1,5.7839
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,0.0,0.0,0.0,24.22051594924754,0.0,-0.1105282869320564,2.9509405706727128,0.0,0.0,2,0,0,0,3,0,0,2,0,0,1,0,2,7.0438
*C(=O)c1ccc(C(=O)C(*)=S)s1,0.0,0.0,0.0,19.343368755546244,0.0,-0.4655857898715041,6.167436696900982,0.0,0.0,2,0,0,0,3,0,0,2,1,0,1,0,1,6.8471
*OC(=O)c1ccc(C(*)=O)s1,0.0,5.106527394840706,0.0,19.343368755546244,0.0,-0.6233711262282691,1.252083333333333,0.0,0.0,3,0,0,0,2,0,0,2,0,0,0,0,1,7.3658
*OC(=S)c1ccc(C(*)=O)s1,0.0,5.106527394840706,0.0,14.54883157147442,0.0,-0.3470105820105817,6.441857520786091,0.0,0.0,2,0,0,0,2,0,0,1,1,0,0,0,1,6.7886
*C(=O)c1ccc(Oc2ccc(*)s2)s1,0.0,0.0,0.0,9.671684377773122,0.0,5.73692069265978,3.1893664965986392,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,2,6.3539
*C(=O)c1ccc(OC(*)=S)s1,0.0,0.0,0.0,9.671684377773122,0.0,5.05890022675737,6.291279289493574,0.0,0.0,2,0,0,0,2,0,0,1,1,0,0,0,1,6.8199
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0,0.0,0.0,10.357988675768818,0.0,0.0587406798006964,1.810292422524565,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,0,1,5.8483
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,0.0,0.0,0.0,10.357988675768818,0.0,-0.2541461484476452,1.6712022864701432,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,1,6.028
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0,0.0,0.0,10.357988675768818,0.0,0.0477582615314328,0.0,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,0,0,5.9803
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,0.0,0.0,0.0,15.921440167465814,0.0,-0.1151128841496809,5.248358626636044,0.0,0.0,1,0,0,0,3,0,0,1,1,0,0,0,0,6.1599
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,0.0,0.0,0.0,25.593124545238936,0.0,-0.1109375579126661,1.608155732972201,0.0,0.0,2,0,0,0,3,0,0,2,0,0,1,0,1,7.268
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,0.0,0.0,0.0,26.27942884323463,0.0,-0.1038118637415177,0.0,0.0,0.0,2,0,0,0,3,0,0,2,0,0,1,0,0,6.4709
*C(=O)c1ccc(C(=O)C(*)=S)cc1,0.0,0.0,0.0,20.715977351537635,0.0,-0.4689752876459225,4.8916136516334925,0.0,0.0,2,0,0,0,3,0,0,2,1,0,1,0,0,6.7765
*OC(=S)c1ccc(C(*)=O)cc1,0.0,5.106527394840706,0.0,15.921440167465814,0.0,-0.3663196806500377,5.001695956160242,0.0,0.0,2,0,0,0,2,0,0,1,1,0,0,0,0,6.7625
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,0.0,0.0,0.0,10.357988675768818,0.0,5.74026709061341,1.727368695935164,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,1,6.1761
*C(=O)c1ccc(OC(*)=S)cc1,0.0,0.0,0.0,10.357988675768818,0.0,5.059266397917192,4.896243281263122,0.0,0.0,2,0,0,0,2,0,0,1,1,0,0,0,0,6.7719
*C(=O)Oc1ccc(C(*)=S)s1,4.794537184071822,0.0,0.0,4.877147193701299,0.0,4.781122448979591,6.573177437641723,-0.0301275510204079,0.0,2,0,0,0,2,0,0,1,1,0,0,0,1,6.6347
*Oc1ccc(OC(*)=O)s1,4.794537184071822,0.0,0.0,0.0,0.0,4.554633408919123,1.3984259259259255,-0.0402371504157217,0.0,3,0,0,0,2,0,0,1,0,0,0,0,1,5.9838
*C(=O)Oc1ccc(C(*)=S)cc1,4.794537184071822,0.0,0.0,5.563451491696996,0.0,4.756923238431174,5.108828315276728,-0.0474999999999996,0.0,2,0,0,0,2,0,0,1,1,0,0,0,0,6.6755
*OC(=O)OC(*)=O,9.589074368143644,9.843390348640757,0.0,0.0,0.0,3.1564814814814808,0.0,-0.3795833333333329,0.0,4,0,0,0,0,0,0,2,0,0,0,0,0,7.4502
*OC(=S)OC(*)=O,4.794537184071822,9.843390348640757,0.0,0.0,0.0,3.868518518518519,4.468703703703704,-0.1712499999999996,0.0,3,0,0,0,0,0,0,1,1,0,0,0,0,7.3548
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,5.001081976687867,0.0,0.0,0.0,0.0,0.5991058765869373,5.776382065171747,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,3,4.3058
*Cc1ccc(-c2ccc(N*)s2)s1,5.001081976687867,6.923737199690624,0.0,4.877147193701299,0.0,0.8007101914840009,3.8673469387755097,1.396201656588561,0.1111111111111111,1,0,0,1,3,0,0,0,0,0,0,0,2,4.9311
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,5.001081976687867,0.0,0.0,9.671684377773122,0.0,0.0303192449819436,3.4158399470899465,0.0,0.0,2,0,0,1,3,0,0,1,0,0,0,0,2,5.182
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,5.001081976687867,0.0,0.0,4.877147193701299,0.0,0.4340229486856471,8.968148095658016,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,2,5.3242
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,5.001081976687867,0.0,0.0,0.0,0.0,0.5787215624950113,3.81797218083744,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,2,4.3893
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,5.001081976687867,0.0,0.0,5.563451491696996,0.0,0.4037724312891159,7.091280688724321,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,1,5.6909
*Nc1ccc(C(=O)c2ccc(*)s2)s1,5.001081976687867,0.0,0.0,14.54883157147442,0.0,0.3975169805576551,3.244987008692365,0.0,0.0,2,0,0,1,3,0,0,1,0,0,1,0,2,5.2456
*Nc1ccc(C(=O)C(*)=S)s1,5.001081976687867,0.0,0.0,9.671684377773122,0.0,0.0694907407407406,6.432837301587301,0.0,0.0,2,0,0,1,3,0,0,1,1,0,1,0,1,6.311
*Nc1ccc(C(=S)c2ccc(*)s2)s1,5.001081976687867,0.0,0.0,9.7542943874026,0.0,0.5581367840346015,9.164501369992442,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,2,5.2424
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,5.001081976687867,0.0,0.0,10.440598685398296,0.0,0.5291989218526918,7.280821286848073,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,1,5.2303
*Nc1ccc(Nc2ccc(*)s2)s1,15.0032459300636,0.0,0.0,0.0,0.0,0.630151145334677,3.705635156840514,0.0,0.0,2,0,0,2,3,0,0,0,0,0,0,0,2,4.0261
*Nc1ccc(NC(*)=S)s1,10.002163953375732,0.0,0.0,0.0,0.0,0.4511989795918368,6.778902116402117,0.0,0.0,2,0,0,2,2,0,0,0,1,0,0,0,1,5.1241
*Nc1ccc(Oc2ccc(*)s2)s1,5.001081976687867,0.0,0.0,0.0,0.0,6.308854849038381,3.483412934618292,0.0,0.0,2,0,0,1,3,0,0,0,0,0,0,0,2,5.4925
*Nc1ccc(OC(*)=S)s1,5.001081976687867,0.0,0.0,0.0,0.0,5.657865646258504,6.556679894179894,0.0,0.0,2,0,0,1,2,0,0,0,1,0,0,0,1,5.6596
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.5740101760145951,3.874497150393164,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,2,4.896
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.5427552915625606,1.8740147864701435,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,1,4.4871
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,5.687386274683562,0.0,0.0,4.877147193701299,0.0,0.4037724312891158,7.1087095645956575,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,1,5.6224
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.5568338842196926,1.9572255664075648,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,1,4.5131
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.5285065608511604,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0,0,0,0,0,4.7817
*Cc1ccc(-c2ccc(N*)cc2)cc1,5.687386274683562,6.923737199690624,0.0,5.563451491696996,0.0,0.7358589554585226,0.0,1.354467380896854,0.0769230769230769,1,0,0,1,3,0,0,0,0,0,0,0,0,5.1363
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,5.687386274683562,0.0,0.0,5.563451491696996,0.0,0.3780000635087213,5.264619722442594,0.0,0.0,1,0,0,1,3,0,0,0,1,0,0,0,0,5.3872
